P&ID_number,Type,Symbol_XX,Symbol_YY,Q_id,Question,GT,Cypher
35,Spatial-Count,31,16,8,Count the symbols with class 31 that are directly linked to symbols with class 16,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 31 
RETURN COUNT(s1)"
35,Spatial-Count,13,7,7,How many symbols from class 13 are directly connected to symbols from class 7?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 7 AND s1.class = 13 
RETURN COUNT(s1)"
35,Spatial-Count,1,24,12,Count the number of 1 symbols that are directly connected to 24 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 24 AND s1.class = 1 
RETURN COUNT(s1)"
35,Spatial-Count,6,3,4,How many symbols categorized as class 6 are directly linked to symbols categorized as class 3?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 3 AND s1.class = 6 
RETURN COUNT(s1)"
35,Spatial-Count,5,24,3,What is the count of symbols with class 5 that have direct connections to symbols with class 24?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 24 AND s1.class = 5 
RETURN COUNT(s1)"
35,Spatial-Count,15,4,12,Count the number of 15 symbols that are directly connected to 4 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 15 
RETURN COUNT(s1)"
35,Spatial-Count,11,11,19,Can you tell me how many symbols of class 11 have direct connections to symbols of class 11?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 11 
RETURN COUNT(s1)"
35,Spatial-Count,4,15,17,"How many symbols are directly connected to symbols of class 15, given that they belong to class 4?",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 15 AND s1.class = 4 
RETURN COUNT(s1)"
35,Spatial-Count,21,20,17,"How many symbols are directly connected to symbols of class 20, given that they belong to class 21?",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 20 AND s1.class = 21 
RETURN COUNT(s1)"
35,Spatial-Count,31,5,2,Can you count the symbols belonging to class 31 that are directly connected to symbols of class 5?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 31 
RETURN COUNT(s1)"
35,Spatial-Count,17,16,20,What is the total count of symbols with class 17 that are directly connected to symbols with class 16?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 17 
RETURN COUNT(s1)"
35,Spatial-Count,21,13,5,Count the symbols of class 21 that are directly connected to symbols of class 13,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 13 AND s1.class = 21 
RETURN COUNT(s1)"
36,Spatial-Count,31,21,15,Count the symbols categorized as class 31 that have direct connections to symbols categorized as class 21,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 31 
RETURN COUNT(s1)"
36,Spatial-Count,23,23,12,Count the number of 23 symbols that are directly connected to 23 symbols,3,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 23 
RETURN COUNT(s1)"
36,Spatial-Count,23,23,12,Count the number of 23 symbols that are directly connected to 23 symbols,3,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 23 
RETURN COUNT(s1)"
36,Spatial-Count,26,16,1,How many symbols with class 26 are linked directly to symbols with class 16?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 26 
RETURN COUNT(s1)"
36,Spatial-Count,23,20,2,Can you count the symbols belonging to class 23 that are directly connected to symbols of class 20?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 20 AND s1.class = 23 
RETURN COUNT(s1)"
36,Spatial-Count,17,20,7,How many symbols from class 17 are directly connected to symbols from class 20?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 20 AND s1.class = 17 
RETURN COUNT(s1)"
36,Spatial-Count,1,21,2,Can you count the symbols belonging to class 1 that are directly connected to symbols of class 21?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 1 
RETURN COUNT(s1)"
36,Spatial-Count,14,5,8,Count the symbols with class 14 that are directly linked to symbols with class 5,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 14 
RETURN COUNT(s1)"
36,Spatial-Count,20,7,17,"How many symbols are directly connected to symbols of class 7, given that they belong to class 20?",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 7 AND s1.class = 20 
RETURN COUNT(s1)"
36,Spatial-Count,29,20,3,What is the count of symbols with class 29 that have direct connections to symbols with class 20?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 20 AND s1.class = 29 
RETURN COUNT(s1)"
36,Spatial-Count,18,11,5,Count the symbols of class 18 that are directly connected to symbols of class 11,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 18 
RETURN COUNT(s1)"
36,Spatial-Count,16,9,3,What is the count of symbols with class 16 that have direct connections to symbols with class 9?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 16 
RETURN COUNT(s1)"
36,Spatial-Count,28,16,19,Can you tell me how many symbols of class 28 have direct connections to symbols of class 16?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 28 
RETURN COUNT(s1)"
36,Spatial-Count,16,28,3,What is the count of symbols with class 16 that have direct connections to symbols with class 28?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 28 AND s1.class = 16 
RETURN COUNT(s1)"
36,Spatial-Count,28,16,8,Count the symbols with class 28 that are directly linked to symbols with class 16,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 28 
RETURN COUNT(s1)"
36,Spatial-Count,29,17,12,Count the number of 29 symbols that are directly connected to 17 symbols,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 17 AND s1.class = 29 
RETURN COUNT(s1)"
36,Spatial-Count,25,11,19,Can you tell me how many symbols of class 25 have direct connections to symbols of class 11?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 25 
RETURN COUNT(s1)"
36,Spatial-Count,15,3,13,What is the number of  15 and 3 symbols' direct connections?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 3 AND s1.class = 15 
RETURN COUNT(s1)"
36,Spatial-Count,18,26,16,What is the count of 18 symbols directly linked to 26?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 26 AND s1.class = 18 
RETURN COUNT(s1)"
36,Spatial-Count,23,6,6,What is the number of symbols with class 23 that have direct connections to symbols with class 6?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 23 
RETURN COUNT(s1)"
36,Spatial-Count,5,1,5,Count the symbols of class 5 that are directly connected to symbols of class 1,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 1 AND s1.class = 5 
RETURN COUNT(s1)"
36,Spatial-Count,26,20,15,Count the symbols categorized as class 26 that have direct connections to symbols categorized as class 20,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 20 AND s1.class = 26 
RETURN COUNT(s1)"
36,Spatial-Count,24,20,3,What is the count of symbols with class 24 that have direct connections to symbols with class 20?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 20 AND s1.class = 24 
RETURN COUNT(s1)"
36,Spatial-Count,22,6,1,How many symbols with class 22 are linked directly to symbols with class 6?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 22 
RETURN COUNT(s1)"
36,Spatial-Count,20,27,8,Count the symbols with class 20 that are directly linked to symbols with class 27,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 20 
RETURN COUNT(s1)"
36,Spatial-Count,20,11,11,How many symbols of 20 have direct connections to symbols of 11?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 20 
RETURN COUNT(s1)"
36,Spatial-Count,29,19,3,What is the count of symbols with class 29 that have direct connections to symbols with class 19?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 29 
RETURN COUNT(s1)"
36,Spatial-Count,22,23,17,"How many symbols are directly connected to symbols of class 23, given that they belong to class 22?",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 22 
RETURN COUNT(s1)"
36,Spatial-Count,32,29,14,How many symbols fall under class 32 and are directly connected to symbols under class 29?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 29 AND s1.class = 32 
RETURN COUNT(s1)"
36,Spatial-Count,3,26,18,"Count the symbols that are directly linked to symbols of class 26, with 3",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 26 AND s1.class = 3 
RETURN COUNT(s1)"
36,Spatial-Count,30,18,1,How many symbols with class 30 are linked directly to symbols with class 18?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 30 
RETURN COUNT(s1)"
36,Spatial-Count,10,15,10,What is the total count of symbols classified as 10 are directly connected to symbols of 15?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 15 AND s1.class = 10 
RETURN COUNT(s1)"
37,Spatial-Count,7,19,1,How many symbols with class 7 are linked directly to symbols with class 19?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 7 
RETURN COUNT(s1)"
37,Spatial-Count,20,20,18,"Count the symbols that are directly linked to symbols of class 20, with 20",6,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 20 AND s1.class = 20 
RETURN COUNT(s1)"
37,Spatial-Count,12,8,10,What is the total count of symbols classified as 12 are directly connected to symbols of 8?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 8 AND s1.class = 12 
RETURN COUNT(s1)"
37,Spatial-Count,4,19,14,How many symbols fall under class 4 and are directly connected to symbols under class 19?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 4 
RETURN COUNT(s1)"
37,Spatial-Count,4,26,8,Count the symbols with class 4 that are directly linked to symbols with class 26,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 26 AND s1.class = 4 
RETURN COUNT(s1)"
37,Spatial-Count,18,11,1,How many symbols with class 18 are linked directly to symbols with class 11?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 18 
RETURN COUNT(s1)"
37,Spatial-Count,9,19,5,Count the symbols of class 9 that are directly connected to symbols of class 19,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 9 
RETURN COUNT(s1)"
37,Spatial-Count,18,11,3,What is the count of symbols with class 18 that have direct connections to symbols with class 11?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 18 
RETURN COUNT(s1)"
37,Spatial-Count,17,6,16,What is the count of 17 symbols directly linked to 6?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 17 
RETURN COUNT(s1)"
37,Spatial-Count,24,20,17,"How many symbols are directly connected to symbols of class 20, given that they belong to class 24?",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 20 AND s1.class = 24 
RETURN COUNT(s1)"
37,Spatial-Count,11,18,1,How many symbols with class 11 are linked directly to symbols with class 18?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 11 
RETURN COUNT(s1)"
37,Spatial-Count,27,12,6,What is the number of symbols with class 27 that have direct connections to symbols with class 12?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 12 AND s1.class = 27 
RETURN COUNT(s1)"
37,Spatial-Count,15,1,17,"How many symbols are directly connected to symbols of class 1, given that they belong to class 15?",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 1 AND s1.class = 15 
RETURN COUNT(s1)"
37,Spatial-Count,9,19,2,Can you count the symbols belonging to class 9 that are directly connected to symbols of class 19?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 9 
RETURN COUNT(s1)"
37,Spatial-Count,17,6,11,How many symbols of 17 have direct connections to symbols of 6?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 17 
RETURN COUNT(s1)"
37,Spatial-Count,1,4,11,How many symbols of 1 have direct connections to symbols of 4?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 1 
RETURN COUNT(s1)"
37,Spatial-Count,6,8,5,Count the symbols of class 6 that are directly connected to symbols of class 8,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 8 AND s1.class = 6 
RETURN COUNT(s1)"
37,Spatial-Count,17,28,13,What is the number of  17 and 28 symbols' direct connections?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 28 AND s1.class = 17 
RETURN COUNT(s1)"
37,Spatial-Count,16,25,4,How many symbols categorized as class 16 are directly linked to symbols categorized as class 25?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 16 
RETURN COUNT(s1)"
37,Spatial-Count,4,16,20,What is the total count of symbols with class 4 that are directly connected to symbols with class 16?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 4 
RETURN COUNT(s1)"
37,Spatial-Count,9,23,12,Count the number of 9 symbols that are directly connected to 23 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 9 
RETURN COUNT(s1)"
37,Spatial-Count,19,10,3,What is the count of symbols with class 19 that have direct connections to symbols with class 10?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 10 AND s1.class = 19 
RETURN COUNT(s1)"
37,Spatial-Count,10,27,4,How many symbols categorized as class 10 are directly linked to symbols categorized as class 27?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 10 
RETURN COUNT(s1)"
37,Spatial-Count,20,21,8,Count the symbols with class 20 that are directly linked to symbols with class 21,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 20 
RETURN COUNT(s1)"
37,Spatial-Count,1,18,1,How many symbols with class 1 are linked directly to symbols with class 18?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 1 
RETURN COUNT(s1)"
37,Spatial-Count,12,2,5,Count the symbols of class 12 that are directly connected to symbols of class 2,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 12 
RETURN COUNT(s1)"
37,Spatial-Count,8,17,18,"Count the symbols that are directly linked to symbols of class 17, with 8",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 17 AND s1.class = 8 
RETURN COUNT(s1)"
37,Spatial-Count,8,30,2,Can you count the symbols belonging to class 8 that are directly connected to symbols of class 30?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 30 AND s1.class = 8 
RETURN COUNT(s1)"
37,Spatial-Count,12,12,8,Count the symbols with class 12 that are directly linked to symbols with class 12,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 12 AND s1.class = 12 
RETURN COUNT(s1)"
37,Spatial-Count,31,2,7,How many symbols from class 31 are directly connected to symbols from class 2?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 31 
RETURN COUNT(s1)"
37,Spatial-Count,26,21,20,What is the total count of symbols with class 26 that are directly connected to symbols with class 21?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 26 
RETURN COUNT(s1)"
37,Spatial-Count,2,4,20,What is the total count of symbols with class 2 that are directly connected to symbols with class 4?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 2 
RETURN COUNT(s1)"
38,Spatial-Count,30,28,6,What is the number of symbols with class 30 that have direct connections to symbols with class 28?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 28 AND s1.class = 30 
RETURN COUNT(s1)"
38,Spatial-Count,11,14,12,Count the number of 11 symbols that are directly connected to 14 symbols,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 14 AND s1.class = 11 
RETURN COUNT(s1)"
38,Spatial-Count,3,25,9,Can you tell me how many symbols of class 3 are directly connected to symbols of class 25?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 3 
RETURN COUNT(s1)"
38,Spatial-Count,9,32,6,What is the number of symbols with class 9 that have direct connections to symbols with class 32?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 32 AND s1.class = 9 
RETURN COUNT(s1)"
38,Spatial-Count,19,28,4,How many symbols categorized as class 19 are directly linked to symbols categorized as class 28?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 28 AND s1.class = 19 
RETURN COUNT(s1)"
38,Spatial-Count,31,5,8,Count the symbols with class 31 that are directly linked to symbols with class 5,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 31 
RETURN COUNT(s1)"
38,Spatial-Count,9,32,20,What is the total count of symbols with class 9 that are directly connected to symbols with class 32?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 32 AND s1.class = 9 
RETURN COUNT(s1)"
38,Spatial-Count,5,18,15,Count the symbols categorized as class 5 that have direct connections to symbols categorized as class 18,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 5 
RETURN COUNT(s1)"
38,Spatial-Count,4,22,15,Count the symbols categorized as class 4 that have direct connections to symbols categorized as class 22,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 22 AND s1.class = 4 
RETURN COUNT(s1)"
38,Spatial-Count,5,31,1,How many symbols with class 5 are linked directly to symbols with class 31?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 5 
RETURN COUNT(s1)"
38,Spatial-Count,23,9,20,What is the total count of symbols with class 23 that are directly connected to symbols with class 9?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 23 
RETURN COUNT(s1)"
38,Spatial-Count,15,19,11,How many symbols of 15 have direct connections to symbols of 19?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 15 
RETURN COUNT(s1)"
38,Spatial-Count,13,27,6,What is the number of symbols with class 13 that have direct connections to symbols with class 27?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 13 
RETURN COUNT(s1)"
38,Spatial-Count,25,15,7,How many symbols from class 25 are directly connected to symbols from class 15?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 15 AND s1.class = 25 
RETURN COUNT(s1)"
38,Spatial-Count,15,27,14,How many symbols fall under class 15 and are directly connected to symbols under class 27?,2,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 15 
RETURN COUNT(s1)"
38,Spatial-Count,28,10,6,What is the number of symbols with class 28 that have direct connections to symbols with class 10?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 10 AND s1.class = 28 
RETURN COUNT(s1)"
38,Spatial-Count,9,18,18,"Count the symbols that are directly linked to symbols of class 18, with 9",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 9 
RETURN COUNT(s1)"
38,Spatial-Count,6,6,6,What is the number of symbols with class 6 that have direct connections to symbols with class 6?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 6 
RETURN COUNT(s1)"
38,Spatial-Count,16,14,3,What is the count of symbols with class 16 that have direct connections to symbols with class 14?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 14 AND s1.class = 16 
RETURN COUNT(s1)"
38,Spatial-Count,11,25,7,How many symbols from class 11 are directly connected to symbols from class 25?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 11 
RETURN COUNT(s1)"
38,Spatial-Count,28,4,7,How many symbols from class 28 are directly connected to symbols from class 4?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 28 
RETURN COUNT(s1)"
38,Spatial-Count,24,18,15,Count the symbols categorized as class 24 that have direct connections to symbols categorized as class 18,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 24 
RETURN COUNT(s1)"
38,Spatial-Count,17,20,14,How many symbols fall under class 17 and are directly connected to symbols under class 20?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 20 AND s1.class = 17 
RETURN COUNT(s1)"
38,Spatial-Count,1,17,15,Count the symbols categorized as class 1 that have direct connections to symbols categorized as class 17,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 17 AND s1.class = 1 
RETURN COUNT(s1)"
38,Spatial-Count,31,19,10,What is the total count of symbols classified as 31 are directly connected to symbols of 19?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 31 
RETURN COUNT(s1)"
38,Spatial-Count,1,28,8,Count the symbols with class 1 that are directly linked to symbols with class 28,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 28 AND s1.class = 1 
RETURN COUNT(s1)"
38,Spatial-Count,25,27,5,Count the symbols of class 25 that are directly connected to symbols of class 27,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 25 
RETURN COUNT(s1)"
38,Spatial-Count,7,11,10,What is the total count of symbols classified as 7 are directly connected to symbols of 11?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 7 
RETURN COUNT(s1)"
38,Spatial-Count,5,13,1,How many symbols with class 5 are linked directly to symbols with class 13?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 13 AND s1.class = 5 
RETURN COUNT(s1)"
38,Spatial-Count,2,27,7,How many symbols from class 2 are directly connected to symbols from class 27?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 2 
RETURN COUNT(s1)"
38,Spatial-Count,23,24,9,Can you tell me how many symbols of class 23 are directly connected to symbols of class 24?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 24 AND s1.class = 23 
RETURN COUNT(s1)"
38,Spatial-Count,18,14,12,Count the number of 18 symbols that are directly connected to 14 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 14 AND s1.class = 18 
RETURN COUNT(s1)"
39,Spatial-Count,27,29,13,What is the number of  27 and 29 symbols' direct connections?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 29 AND s1.class = 27 
RETURN COUNT(s1)"
39,Spatial-Count,14,5,16,What is the count of 14 symbols directly linked to 5?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 14 
RETURN COUNT(s1)"
39,Spatial-Count,21,3,1,How many symbols with class 21 are linked directly to symbols with class 3?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 3 AND s1.class = 21 
RETURN COUNT(s1)"
39,Spatial-Count,21,24,8,Count the symbols with class 21 that are directly linked to symbols with class 24,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 24 AND s1.class = 21 
RETURN COUNT(s1)"
39,Spatial-Count,14,7,1,How many symbols with class 14 are linked directly to symbols with class 7?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 7 AND s1.class = 14 
RETURN COUNT(s1)"
39,Spatial-Count,17,5,19,Can you tell me how many symbols of class 17 have direct connections to symbols of class 5?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 17 
RETURN COUNT(s1)"
