P&ID_number,Type,Symbol_Class,Q_id,Question,GT,Cypher
15,Count,25,5,Can you count the symbols that are in class 25?,4,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
15,Count,26,1,Can you tell me how many symbols are there in the 26 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
15,Count,27,15,What's the count of symbols that are classified as 27?,3,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
15,Count,28,20,Can you provide the total count of symbols from class 28?,3,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
15,Count,29,20,Can you provide the total count of symbols from class 29?,5,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
15,Count,30,10,How many symbols are categorized as 30?,3,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
15,Count,31,17,Can you tell me the total number of symbols in the class 31?,5,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
15,Count,32,18,How many 32 symbols are there?,5,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
16,Count,1,5,Can you count the symbols that are in class 1?,1,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
16,Count,2,3,How many symbols are there that belong to the 2 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
16,Count,3,1,Can you tell me how many symbols are there in the 3 class?,0,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
16,Count,4,11,What is the number of symbols in 4?,1,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
16,Count,5,4,Could you provide the count of symbols in class 5?,1,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
16,Count,6,3,How many symbols are there that belong to the 6 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
16,Count,7,11,What is the number of symbols in 7?,4,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
16,Count,8,4,Could you provide the count of symbols in class 8?,3,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
16,Count,9,18,How many 9 symbols are there?,3,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
16,Count,10,1,Can you tell me how many symbols are there in the 10 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
16,Count,11,19,How many symbols are there in the category of class 11?,4,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
16,Count,12,1,Can you tell me how many symbols are there in the 12 class?,6,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
16,Count,13,3,How many symbols are there that belong to the 13 class?,4,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
16,Count,14,16,How many symbols fall under the category of class 14?,3,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
16,Count,15,8,Can you enumerate the symbols of class 15?,7,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
16,Count,16,19,How many symbols are there in the category of class 16?,1,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
16,Count,17,17,Can you tell me the total number of symbols in the class 17?,3,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
16,Count,18,11,What is the number of symbols in 18?,1,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
16,Count,19,11,What is the number of symbols in 19?,3,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
16,Count,20,17,Can you tell me the total number of symbols in the class 20?,1,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
16,Count,21,5,Can you count the symbols that are in class 21?,8,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
16,Count,22,4,Could you provide the count of symbols in class 22?,3,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
16,Count,23,12,How many 23?,6,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
16,Count,24,18,How many 24 symbols are there?,4,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
16,Count,25,9,What's the total count of symbols from class 25?,3,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
16,Count,26,6,What's the number of symbols that fall under class 26?,6,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
16,Count,27,6,What's the number of symbols that fall under class 27?,4,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
16,Count,28,20,Can you provide the total count of symbols from class 28?,1,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
16,Count,29,14,Can you provide the number of symbols in class 29?,4,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
16,Count,30,20,Can you provide the total count of symbols from class 30?,3,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
16,Count,31,10,How many symbols are categorized as 31?,1,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
16,Count,32,13,What is the count of 32?,10,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
17,Count,1,8,Can you enumerate the symbols of class 1?,3,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
17,Count,2,18,How many 2 symbols are there?,1,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
17,Count,3,8,Can you enumerate the symbols of class 3?,7,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
17,Count,4,18,How many 4 symbols are there?,3,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
17,Count,5,1,Can you tell me how many symbols are there in the 5 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
17,Count,6,19,How many symbols are there in the category of class 6?,2,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
17,Count,7,14,Can you provide the number of symbols in class 7?,4,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
17,Count,8,17,Can you tell me the total number of symbols in the class 8?,4,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
17,Count,9,10,How many symbols are categorized as 9?,3,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
17,Count,10,14,Can you provide the number of symbols in class 10?,2,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
17,Count,11,18,How many 11 symbols are there?,4,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
17,Count,12,13,What is the count of 12?,2,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
17,Count,13,10,How many symbols are categorized as 13?,4,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
17,Count,14,20,Can you provide the total count of symbols from class 14?,2,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
17,Count,15,14,Can you provide the number of symbols in class 15?,1,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
17,Count,16,13,What is the count of 16?,2,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
17,Count,17,10,How many symbols are categorized as 17?,3,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
17,Count,18,8,Can you enumerate the symbols of class 18?,1,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
17,Count,19,13,What is the count of 19?,2,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
17,Count,20,18,How many 20 symbols are there?,0,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
17,Count,21,5,Can you count the symbols that are in class 21?,11,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
17,Count,22,8,Can you enumerate the symbols of class 22?,1,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
17,Count,23,11,What is the number of symbols in 23?,0,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
17,Count,24,12,How many 24?,4,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
17,Count,25,16,How many symbols fall under the category of class 25?,3,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
17,Count,26,20,Can you provide the total count of symbols from class 26?,1,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
17,Count,27,12,How many 27?,4,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
17,Count,28,9,What's the total count of symbols from class 28?,3,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
17,Count,29,17,Can you tell me the total number of symbols in the class 29?,3,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
17,Count,30,6,What's the number of symbols that fall under class 30?,0,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
17,Count,31,16,How many symbols fall under the category of class 31?,2,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
17,Count,32,3,How many symbols are there that belong to the 32 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
18,Count,1,1,Can you tell me how many symbols are there in the 1 class?,1,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
18,Count,2,3,How many symbols are there that belong to the 2 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
18,Count,3,16,How many symbols fall under the category of class 3?,4,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
18,Count,4,4,Could you provide the count of symbols in class 4?,5,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
18,Count,5,13,What is the count of 5?,3,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
18,Count,6,2,What is the quantity of symbols in class 6?,2,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
18,Count,7,7,How many symbols are classified under 7?,0,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
18,Count,8,15,What's the count of symbols that are classified as 8?,2,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
18,Count,9,17,Can you tell me the total number of symbols in the class 9?,3,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
18,Count,10,11,What is the number of symbols in 10?,2,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
18,Count,11,2,What is the quantity of symbols in class 11?,6,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
18,Count,12,13,What is the count of 12?,5,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
18,Count,13,17,Can you tell me the total number of symbols in the class 13?,2,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
18,Count,14,20,Can you provide the total count of symbols from class 14?,5,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
18,Count,15,3,How many symbols are there that belong to the 15 class?,1,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
18,Count,16,5,Can you count the symbols that are in class 16?,4,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
18,Count,17,12,How many 17?,2,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
18,Count,18,14,Can you provide the number of symbols in class 18?,1,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
18,Count,19,13,What is the count of 19?,2,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
18,Count,20,17,Can you tell me the total number of symbols in the class 20?,6,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
18,Count,21,13,What is the count of 21?,13,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
18,Count,22,5,Can you count the symbols that are in class 22?,3,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
18,Count,23,13,What is the count of 23?,0,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
18,Count,24,13,What is the count of 24?,7,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
18,Count,25,2,What is the quantity of symbols in class 25?,6,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
18,Count,26,14,Can you provide the number of symbols in class 26?,2,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
18,Count,27,4,Could you provide the count of symbols in class 27?,2,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
18,Count,28,7,How many symbols are classified under 28?,1,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
18,Count,29,11,What is the number of symbols in 29?,2,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
18,Count,30,11,What is the number of symbols in 30?,0,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
18,Count,31,6,What's the number of symbols that fall under class 31?,1,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
18,Count,32,5,Can you count the symbols that are in class 32?,1,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
19,Count,1,3,How many symbols are there that belong to the 1 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
19,Count,2,10,How many symbols are categorized as 2?,1,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
19,Count,3,1,Can you tell me how many symbols are there in the 3 class?,1,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
19,Count,4,14,Can you provide the number of symbols in class 4?,0,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
19,Count,5,7,How many symbols are classified under 5?,3,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
19,Count,6,19,How many symbols are there in the category of class 6?,7,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
19,Count,7,13,What is the count of 7?,5,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
19,Count,8,15,What's the count of symbols that are classified as 8?,2,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
19,Count,9,12,How many 9?,0,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
19,Count,10,9,What's the total count of symbols from class 10?,4,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
19,Count,11,12,How many 11?,10,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
19,Count,12,12,How many 12?,4,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
19,Count,13,12,How many 13?,3,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
19,Count,14,18,How many 14 symbols are there?,5,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
19,Count,15,15,What's the count of symbols that are classified as 15?,4,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
19,Count,16,15,What's the count of symbols that are classified as 16?,3,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
19,Count,17,11,What is the number of symbols in 17?,4,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
19,Count,18,1,Can you tell me how many symbols are there in the 18 class?,4,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
19,Count,19,6,What's the number of symbols that fall under class 19?,4,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
19,Count,20,8,Can you enumerate the symbols of class 20?,3,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
19,Count,21,20,Can you provide the total count of symbols from class 21?,8,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
19,Count,22,11,What is the number of symbols in 22?,3,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
19,Count,23,16,How many symbols fall under the category of class 23?,6,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
19,Count,24,3,How many symbols are there that belong to the 24 class?,4,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
19,Count,25,2,What is the quantity of symbols in class 25?,7,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
19,Count,26,19,How many symbols are there in the category of class 26?,4,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
19,Count,27,11,What is the number of symbols in 27?,6,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
19,Count,28,9,What's the total count of symbols from class 28?,6,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
19,Count,29,8,Can you enumerate the symbols of class 29?,1,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
19,Count,30,20,Can you provide the total count of symbols from class 30?,1,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
19,Count,31,4,Could you provide the count of symbols in class 31?,3,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
19,Count,32,4,Could you provide the count of symbols in class 32?,3,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
20,Count,1,20,Can you provide the total count of symbols from class 1?,3,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
20,Count,2,15,What's the count of symbols that are classified as 2?,3,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
20,Count,3,20,Can you provide the total count of symbols from class 3?,5,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
20,Count,4,12,How many 4?,0,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
20,Count,5,4,Could you provide the count of symbols in class 5?,1,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
20,Count,6,13,What is the count of 6?,6,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
20,Count,7,2,What is the quantity of symbols in class 7?,3,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
20,Count,8,11,What is the number of symbols in 8?,5,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
20,Count,9,9,What's the total count of symbols from class 9?,7,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
20,Count,10,15,What's the count of symbols that are classified as 10?,5,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
20,Count,11,4,Could you provide the count of symbols in class 11?,3,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
20,Count,12,1,Can you tell me how many symbols are there in the 12 class?,5,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
20,Count,13,14,Can you provide the number of symbols in class 13?,7,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
20,Count,14,17,Can you tell me the total number of symbols in the class 14?,2,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
20,Count,15,4,Could you provide the count of symbols in class 15?,2,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
20,Count,16,19,How many symbols are there in the category of class 16?,3,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
20,Count,17,2,What is the quantity of symbols in class 17?,5,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
20,Count,18,7,How many symbols are classified under 18?,5,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
20,Count,19,4,Could you provide the count of symbols in class 19?,4,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
20,Count,20,15,What's the count of symbols that are classified as 20?,2,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
20,Count,21,18,How many 21 symbols are there?,16,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
20,Count,22,7,How many symbols are classified under 22?,5,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
20,Count,23,4,Could you provide the count of symbols in class 23?,5,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
20,Count,24,13,What is the count of 24?,2,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
20,Count,25,5,Can you count the symbols that are in class 25?,6,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
20,Count,26,8,Can you enumerate the symbols of class 26?,5,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
20,Count,27,6,What's the number of symbols that fall under class 27?,3,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
20,Count,28,11,What is the number of symbols in 28?,4,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
20,Count,29,3,How many symbols are there that belong to the 29 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
20,Count,30,2,What is the quantity of symbols in class 30?,5,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
20,Count,31,8,Can you enumerate the symbols of class 31?,6,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
20,Count,32,14,Can you provide the number of symbols in class 32?,3,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
21,Count,1,19,How many symbols are there in the category of class 1?,2,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
21,Count,2,13,What is the count of 2?,2,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
21,Count,3,4,Could you provide the count of symbols in class 3?,1,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
21,Count,4,7,How many symbols are classified under 4?,2,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
21,Count,5,14,Can you provide the number of symbols in class 5?,4,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
21,Count,6,16,How many symbols fall under the category of class 6?,8,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
21,Count,7,14,Can you provide the number of symbols in class 7?,2,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
21,Count,8,5,Can you count the symbols that are in class 8?,4,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
21,Count,9,7,How many symbols are classified under 9?,2,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
21,Count,10,9,What's the total count of symbols from class 10?,2,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
21,Count,11,20,Can you provide the total count of symbols from class 11?,5,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
21,Count,12,16,How many symbols fall under the category of class 12?,0,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
21,Count,13,6,What's the number of symbols that fall under class 13?,8,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
21,Count,14,2,What is the quantity of symbols in class 14?,5,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
21,Count,15,13,What is the count of 15?,4,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
21,Count,16,5,Can you count the symbols that are in class 16?,1,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
21,Count,17,7,How many symbols are classified under 17?,5,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
21,Count,18,3,How many symbols are there that belong to the 18 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
21,Count,19,20,Can you provide the total count of symbols from class 19?,2,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
21,Count,20,12,How many 20?,1,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
21,Count,21,20,Can you provide the total count of symbols from class 21?,13,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
21,Count,22,8,Can you enumerate the symbols of class 22?,1,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
21,Count,23,13,What is the count of 23?,4,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
21,Count,24,11,What is the number of symbols in 24?,5,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
21,Count,25,20,Can you provide the total count of symbols from class 25?,5,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
21,Count,26,7,How many symbols are classified under 26?,7,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
21,Count,27,11,What is the number of symbols in 27?,2,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
21,Count,28,3,How many symbols are there that belong to the 28 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
21,Count,29,15,What's the count of symbols that are classified as 29?,5,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
21,Count,30,3,How many symbols are there that belong to the 30 class?,5,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
21,Count,31,1,Can you tell me how many symbols are there in the 31 class?,7,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
21,Count,32,18,How many 32 symbols are there?,3,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
22,Count,1,18,How many 1 symbols are there?,4,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
22,Count,2,15,What's the count of symbols that are classified as 2?,1,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
22,Count,3,2,What is the quantity of symbols in class 3?,1,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
22,Count,4,17,Can you tell me the total number of symbols in the class 4?,0,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
22,Count,5,11,What is the number of symbols in 5?,1,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
22,Count,6,7,How many symbols are classified under 6?,2,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
22,Count,7,5,Can you count the symbols that are in class 7?,2,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
22,Count,8,15,What's the count of symbols that are classified as 8?,0,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
22,Count,9,11,What is the number of symbols in 9?,5,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
22,Count,10,4,Could you provide the count of symbols in class 10?,1,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
22,Count,11,15,What's the count of symbols that are classified as 11?,4,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
22,Count,12,6,What's the number of symbols that fall under class 12?,0,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
22,Count,13,13,What is the count of 13?,5,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
22,Count,14,2,What is the quantity of symbols in class 14?,1,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
22,Count,15,6,What's the number of symbols that fall under class 15?,4,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
22,Count,16,16,How many symbols fall under the category of class 16?,5,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
22,Count,17,8,Can you enumerate the symbols of class 17?,3,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
22,Count,18,2,What is the quantity of symbols in class 18?,6,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
22,Count,19,13,What is the count of 19?,5,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
22,Count,20,8,Can you enumerate the symbols of class 20?,2,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
